image_id,file_name,source_file_name,source_stem,source_scene_id,num_objects,mask_area_pixels,mask_area_ratio,mean_bbox_fill_ratio,median_bbox_fill_ratio,max_pair_bbox_iou,num_bbox_overlap_pairs,has_bbox_overlap,overlap_group,area_group,stratum,split,area_threshold,stratify_by,no_overlap_iou_max,overlap_iou_min,selected_eval,source_image_id
1,P0001_0001.png,P0001_0001.png,P0001_0001,P0001,4,2309,0.002202033996582,0.8759381252501001,0.8760884353741496,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,1
2,P0001_0002.png,P0001_0002.png,P0001_0002,P0001,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0065670013427734,mask_area,0.0,0.001,False,2
3,P0001_0006.png,P0001_0006.png,P0001_0006,P0001,1,589,0.0005617141723632,0.6864801864801865,0.6864801864801865,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,3
4,P0001_0008.png,P0001_0008.png,P0001_0008,P0001,4,2320,0.0022125244140625,0.8783492980525544,0.8798866213151928,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,4
5,P0001_0009.png,P0001_0009.png,P0001_0009,P0001,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0065670013427734,mask_area,0.0,0.001,False,5
6,P0002_0000.png,P0002_0000.png,P0002_0000,P0002,5,2972,0.0028343200683593,0.693782715459732,0.6745689655172413,0.0610079575596817,2,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,18
7,P0002_0001.png,P0002_0001.png,P0002_0001,P0002,13,10939,0.0104322433471679,0.9780920021745108,0.9897304236200256,0.002213613724405,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,19
8,P0002_0002.png,P0002_0002.png,P0002_0002,P0002,13,10789,0.010289192199707,0.966803750402903,0.9743260590500642,0.002213613724405,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,20
9,P0002_0003.png,P0002_0003.png,P0002_0003,P0002,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0065670013427734,mask_area,0.0,0.001,False,21
10,P0002_0004.png,P0002_0004.png,P0002_0004,P0002,12,11113,0.0105981826782226,0.997926365740037,0.9747564935064936,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,22
11,P0002_0005.png,P0002_0005.png,P0002_0005,P0002,13,11939,0.0113859176635742,0.9906782005771966,0.9772727272727272,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,23
12,P0002_0006.png,P0002_0006.png,P0002_0006,P0002,1,875,0.0008344650268554,0.5608974358974359,0.5608974358974359,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,24
13,P0002_0007.png,P0002_0007.png,P0002_0007,P0002,3,2547,0.0024290084838867,1.0156319070792754,1.0904183535762484,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,25
14,P0002_0008.png,P0002_0008.png,P0002_0008,P0002,5,4272,0.0040740966796875,0.985406771590982,1.031746031746032,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,26
15,P0005_0000.png,P0005_0000.png,P0005_0000,P0005,31,24424,0.0232925415039062,0.8882246948031806,0.8952020202020202,0.1188405797101449,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,27
16,P0007_0000.png,P0007_0000.png,P0007_0000,P0007,20,14174,0.0135173797607421,0.5696018887697403,0.487109165324745,0.2606724593879864,16,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,10
17,P0007_0003.png,P0007_0003.png,P0007_0003,P0007,22,17574,0.0167598724365234,0.5378304220624606,0.4852443081609748,0.2385008517887563,15,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,11
18,P0007_0004.png,P0007_0004.png,P0007_0004,P0007,16,11573,0.0110368728637695,0.8095968646851799,0.8262175324675325,0.0704697986577181,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,12
19,P0007_0005.png,P0007_0005.png,P0007_0005,P0007,16,12039,0.0114812850952148,0.7815918733399703,0.8085227272727273,0.0704697986577181,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,13
20,P0008_0000.png,P0008_0000.png,P0008_0000,P0008,3,2626,0.0025043487548828,0.9524448003261908,0.9525032092426188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,28
21,P0008_0001.png,P0008_0001.png,P0008_0001,P0008,3,2624,0.00250244140625,0.9476287343730344,0.93196405648267,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,29
22,P0008_0002.png,P0008_0002.png,P0008_0002,P0008,5,4449,0.0042428970336914,0.9273114360331036,0.9411764705882352,0.0226644555002763,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,30
23,P0008_0003.png,P0008_0003.png,P0008_0003,P0008,5,4474,0.0042667388916015,0.9337166882389984,0.945845004668534,0.0226644555002763,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,31
24,P0011_0000.png,P0011_0000.png,P0011_0000,P0011,23,17626,0.0168094635009765,0.4608735139013994,0.434640522875817,0.2661448140900195,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,1
25,P0011_0001.png,P0011_0001.png,P0011_0001,P0011,14,11544,0.0110092163085937,0.513435612924636,0.5067847003330874,0.0263157894736842,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,2
26,P0011_0002.png,P0011_0002.png,P0011_0002,P0011,24,18341,0.017491340637207,0.4628125562119412,0.4391292687287681,0.2661448140900195,7,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,3
27,P0011_0003.png,P0011_0003.png,P0011_0003,P0011,19,14598,0.0139217376708984,0.4966605031921037,0.4871794871794871,0.1942740286298568,5,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,4
28,P0012_0000.png,P0012_0000.png,P0012_0000,P0012,10,10634,0.010141372680664,0.5641431984869626,0.5189796828685718,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,14
29,P0012_0001.png,P0012_0001.png,P0012_0001,P0012,16,17763,0.0169401168823242,0.564918713985469,0.5387302483575775,0.2354929577464788,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,15
30,P0012_0002.png,P0012_0002.png,P0012_0002,P0012,12,12495,0.011916160583496,0.570533279685823,0.5328461923352417,0.2354929577464788,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0065670013427734,mask_area,0.0,0.001,False,16
